call_id,opened_at,month,call_direction,call_reason,call_type,linked_incident,company,opened_by
CALL0385138,2024-08-20 09:56:42,2024-08,Inbound from User,Follow-up,Incident,INC23066369,AXA FRANCE ADMIN,Agent_153
CALL0385153,2024-08-20 10:15:31,2024-08,Inbound from User,Follow-up,Incident,INC23968350,AXA FRANCE ADMIN,Agent_120
CALL0385154,2024-08-20 10:15:53,2024-08,Outbound to user,Follow-up,Incident,INC23968549,AXA FRANCE ADMIN,Agent_056
CALL0385165,2024-08-20 10:26:33,2024-08,Outbound to Other,Follow-up,Incident,INC23962694,AXA FRANCE ADMIN,Agent_083
CALL0385167,2024-08-20 10:27:32,2024-08,Outbound to Support group,Other,Incident,INC23968915,AXA FRANCE ADMIN,Agent_128
CALL0385200,2024-08-20 10:56:32,2024-08,Inbound from User,Follow-up,Incident,INC23969110,AXA FRANCE ADMIN,Agent_056
CALL0385203,2024-08-20 11:00:29,2024-08,Inbound from Other,Other,Incident,INC23968969,AXA FRANCE ADMIN,Agent_120
CALL0385220,2024-08-20 11:15:59,2024-08,Outbound to Other,Follow-up,Incident,INC23960810,AXA FRANCE ADMIN,Agent_116
CALL0385227,2024-08-20 11:19:53,2024-08,Inbound from User,Follow-up,Incident,INC23959069,AXA FRANCE ADMIN,Agent_144
CALL0385231,2024-08-20 11:21:32,2024-08,Inbound from User,Follow-up,Incident,INC23956886,AXA FRANCE ADMIN,Agent_144
CALL0385234,2024-08-20 11:25:19,2024-08,Outbound to user,Other,Incident,INC23968911,AXA FRANCE ADMIN,Agent_141
CALL0385239,2024-08-20 11:32:40,2024-08,Outbound to Support group,Other,Incident,INC23969701,AXA FRANCE ADMIN,Agent_120
CALL0385258,2024-08-20 11:57:57,2024-08,Outbound to Support group,Other,Incident,INC23969925,AXA FRANCE ADMIN,Agent_056
CALL0385263,2024-08-20 12:06:52,2024-08,Inbound from User,Follow-up,Incident,INC23969889,AXA FRANCE ADMIN,Agent_153
CALL0385267,2024-08-20 12:13:10,2024-08,Inbound from User,Follow-up,Incident,INC23970161,AXA BANQUE,Agent_050
CALL0385274,2024-08-20 12:15:41,2024-08,Inbound from User,Follow-up,Incident,INC23969889,AXA FRANCE ADMIN,Agent_153
CALL0385280,2024-08-20 12:23:09,2024-08,Outbound to Other,Follow-up,Incident,INC23968391,AXA FRANCE ADMIN,Agent_083
CALL0385284,2024-08-20 12:32:33,2024-08,Outbound to user,Update,Incident,INC23844110,AXA FRANCE ADMIN,Agent_104
CALL0385286,2024-08-20 12:34:34,2024-08,Outbound to user,Update,Incident,INC23837828,AXA FRANCE ADMIN,Agent_104
CALL0385287,2024-08-20 12:47:21,2024-08,Outbound to Support group,Other,Incident,INC23970167,SIGMAGE,Agent_128
CALL0385290,2024-08-20 12:57:00,2024-08,Outbound to Other,Other,Incident,INC23961107,AXA FRANCE ADMIN,Agent_110
CALL0385293,2024-08-20 13:41:54,2024-08,Outbound to user,Other,Incident,INC23970816,AXA FRANCE ADMIN,Agent_141
CALL0385295,2024-08-20 13:54:33,2024-08,Inbound from User,Information,Incident,INC23961455,AXA BANQUE,Agent_150
CALL0385304,2024-08-20 14:12:11,2024-08,Inbound from User,Follow-up,Incident,INC23970757,AXA FRANCE ADMIN,Agent_075
CALL0385316,2024-08-20 14:32:28,2024-08,Outbound to Other,Follow-up,Incident,INC23960455,AXA FRANCE ADMIN,Agent_116
CALL0385319,2024-08-20 14:33:49,2024-08,Outbound to Support group,Information,Incident,INC23971322,AXA FRANCE ADMIN,Agent_002
CALL0385328,2024-08-20 14:38:14,2024-08,Outbound to Support group,Update,Incident,INC23971417,AXA FRANCE ADMIN,Agent_104
CALL0385331,2024-08-20 14:40:29,2024-08,Outbound to user,Follow-up,Incident,INC23971252,AXA FRANCE AEP,Agent_028
CALL0385334,2024-08-20 14:41:55,2024-08,Outbound to user,Follow-up,Incident,INC23970371,SIGMAGE,Agent_120
CALL0385336,2024-08-20 14:43:19,2024-08,Outbound to user,Follow-up,Incident,INC23970371,SIGMAGE,Agent_120
CALL0385338,2024-08-20 14:43:45,2024-08,Outbound to user,Follow-up,Incident,INC23970371,SIGMAGE,Agent_120
CALL0385341,2024-08-20 14:45:05,2024-08,Outbound to user,Update,Incident,INC23958300,AXA FRANCE ADMIN,Agent_104
CALL0385342,2024-08-20 14:46:41,2024-08,Outbound to user,Follow-up,Incident,INC23959854,AXA FRANCE ADMIN,Agent_128
CALL0385345,2024-08-20 14:47:35,2024-08,Outbound to user,Update,Incident,INC23959138,AXA FRANCE ADMIN,Agent_104
CALL0385364,2024-08-20 15:11:56,2024-08,Outbound to Support group,Other,Incident,INC23971538,AXA FRANCE AEP,Agent_056
CALL0385366,2024-08-20 15:19:10,2024-08,Inbound from User,Follow-up,Incident,INC23969701,AXA FRANCE ADMIN,Agent_050
CALL0385369,2024-08-20 15:22:34,2024-08,Inbound from User,Information,Incident,INC23961151,AXA FRANCE ADMIN,Agent_150
CALL0385370,2024-08-20 15:23:33,2024-08,Outbound to user,Follow-up,Incident,INC23961151,AXA FRANCE ADMIN,Agent_075
CALL0385371,2024-08-20 15:29:15,2024-08,Inbound from User,Follow-up,Incident,INC23960513,AXA FRANCE ADMIN,Agent_132
CALL0385373,2024-08-20 15:34:50,2024-08,Outbound to Support group,Other,Incident,INC23971583,AXA FRANCE ADMIN,Agent_072
CALL0385382,2024-08-20 15:48:05,2024-08,Inbound from User,Update,Incident,INC23967893,AXA FRANCE ADMIN,Agent_104
CALL0385388,2024-08-20 15:53:33,2024-08,Outbound to Other,Follow-up,Incident,INC23961378,AXA FRANCE ADMIN,Agent_140
CALL0385390,2024-08-20 15:54:03,2024-08,Outbound to user,Other,Incident,INC23811837,AXA FRANCE ADMIN,Agent_141
CALL0385408,2024-08-20 16:25:31,2024-08,Inbound from User,Follow-up,Incident,INC23968915,AXA FRANCE ADMIN,Agent_050
CALL0385410,2024-08-20 16:25:48,2024-08,Inbound from Other,Other,Incident,INC23971700,AXA FRANCE ADMIN,Agent_141
CALL0385418,2024-08-20 16:42:59,2024-08,Outbound to Support group,Update,Incident,INC23972390,AXA FRANCE AEP,Agent_104
CALL0385424,2024-08-20 16:48:12,2024-08,Outbound to Support group,Other,Incident,INC23972320,AXA FRANCE ADMIN,Agent_072
CALL0385423,2024-08-20 16:48:12,2024-08,Outbound to Support group,Other,Incident,INC23972320,AXA FRANCE ADMIN,Agent_072
CALL0385427,2024-08-20 16:53:10,2024-08,Inbound from Other,Update,Incident,INC21460572,AXA FRANCE ADMIN,Agent_051
CALL0385430,2024-08-20 16:55:56,2024-08,Inbound from User,Other,Incident,INC23971963,AXA FRANCE ADMIN,Agent_120
CALL0385466,2024-08-21 07:43:34,2024-08,Inbound from User,Update,Incident,INC23967979,PREFIKAR,Agent_113
CALL0385467,2024-08-21 07:52:50,2024-08,Inbound from User,Update,Incident,INC23967979,PREFIKAR,Agent_113
CALL0385468,2024-08-21 08:20:25,2024-08,Inbound from User,Follow-up,Incident,INC23971700,AXA FRANCE ADMIN,Agent_056
CALL0385470,2024-08-21 08:43:41,2024-08,Inbound from User,Update,Incident,INC23968997,AXA BANQUE,Agent_113
CALL0385473,2024-08-21 08:48:04,2024-08,Inbound from User,Other,Incident,INC23967979,PREFIKAR,Agent_128
CALL0385488,2024-08-21 09:17:33,2024-08,Inbound from User,Follow-up,Incident,INC23959607,SOGAREP,Agent_128
CALL0385493,2024-08-21 09:25:47,2024-08,Outbound to Support group,Follow-up,Incident,INC23959607,SOGAREP,Agent_128
CALL0385495,2024-08-21 09:27:59,2024-08,Outbound to Support group,Update,Incident,INC23977626,AXA FRANCE ADMIN,Agent_104
CALL0385497,2024-08-21 09:28:23,2024-08,Outbound to user,Follow-up,Incident,INC23970755,AXA FRANCE ADMIN,Agent_069
CALL0385498,2024-08-21 09:29:03,2024-08,Outbound to user,Update,Incident,INC23969401,AXA FRANCE ADMIN,Agent_104
CALL0385511,2024-08-21 09:49:28,2024-08,Outbound to Support group,Update,Incident,INC23977930,AXA FRANCE ADMIN,Agent_104
CALL0385537,2024-08-21 10:17:34,2024-08,Inbound from User,Follow-up,Incident,INC23962351,AXA FRANCE ADMIN,Agent_147
CALL0385540,2024-08-21 10:20:21,2024-08,Outbound to Other,Follow-up,Incident,INC23615686,UGIPS,Agent_054
CALL0385541,2024-08-21 10:21:00,2024-08,Outbound to user,Other,Incident,INC23978040,AXA FRANCE AEP,Agent_120
CALL0385543,2024-08-21 10:22:23,2024-08,Outbound to user,Other,Incident,INC23977728,AXA FRANCE AEP,Agent_141
CALL0385549,2024-08-21 10:25:16,2024-08,Outbound to Other,Follow-up,Incident,INC23977930,AXA FRANCE ADMIN,Agent_083
CALL0385557,2024-08-21 10:31:07,2024-08,Outbound to Support group,Other,Incident,INC23978299,AXA FRANCE ADMIN,Agent_072
CALL0385584,2024-08-21 10:56:09,2024-08,Outbound to user,Other,Incident,INC23978669,AXA FRANCE ADMIN,Agent_141
CALL0385601,2024-08-21 11:18:49,2024-08,Outbound to Support group,Other,Incident,INC23979200,AXA FRANCE ADMIN,Agent_056
CALL0385613,2024-08-21 11:34:54,2024-08,Outbound to user,Follow-up,Incident,INC23977741,AXA FRANCE ADMIN,Agent_069
CALL0385624,2024-08-21 11:47:06,2024-08,Outbound to user,Follow-up,Incident,INC23979446,AXA FRANCE ADMIN,Agent_056
CALL0385627,2024-08-21 11:49:06,2024-08,Outbound to Support group,Other,Incident,INC23979446,AXA FRANCE ADMIN,Agent_056
CALL0385630,2024-08-21 11:51:00,2024-08,Inbound from User,Follow-up,Incident,INC23931068,AXA BANQUE,Agent_050
CALL0385632,2024-08-21 11:52:43,2024-08,Inbound from User,Follow-up,Incident,INC23968997,AXA BANQUE,Agent_050
CALL0385636,2024-08-21 12:01:36,2024-08,Outbound to Other,Follow-up,Incident,INC23606037,AXA FRANCE ADMIN,Agent_007
CALL0385642,2024-08-21 12:12:46,2024-08,Outbound to user,Other,Incident,INC23971761,AXA FRANCE ADMIN,Agent_128
CALL0385672,2024-08-21 13:24:03,2024-08,Inbound from User,Follow-up,Incident,INC23958452,AXA FRANCE ADMIN,Agent_056
CALL0385673,2024-08-21 13:31:28,2024-08,Inbound from User,Follow-up,Incident,INC23958645,AXA FRANCE ADMIN,Agent_056
CALL0385675,2024-08-21 13:34:16,2024-08,Inbound from User,Follow-up,Incident,INC23979155,AXA FRANCE ADMIN,Agent_075
CALL0385677,2024-08-21 13:47:25,2024-08,Inbound from User,Update,Incident,INC23968037,AXA FRANCE ADMIN,Agent_113
CALL0385678,2024-08-21 13:56:46,2024-08,Outbound to Other,Follow-up,Incident,INC23978561,AXA FRANCE ADMIN,Agent_116
CALL0385680,2024-08-21 14:05:09,2024-08,Inbound from User,Information,Incident,INC23972320,AXA FRANCE ADMIN,Agent_002
CALL0385681,2024-08-21 14:06:11,2024-08,Outbound to Other,Follow-up,Incident,INC23977423,UGIPS,Agent_054
CALL0385687,2024-08-21 14:10:59,2024-08,Outbound to Other,Follow-up,Incident,INC23977626,AXA FRANCE ADMIN,Agent_083
CALL0385697,2024-08-21 14:27:03,2024-08,Inbound from User,Information,Incident,INC23979446,AXA FRANCE ADMIN,Agent_114
CALL0385700,2024-08-21 14:30:15,2024-08,Outbound to Other,Follow-up,Incident,INC23979446,AXA FRANCE ADMIN,Agent_083
CALL0385711,2024-08-21 14:41:32,2024-08,Inbound from User,Follow-up,Incident,INC23959607,SOGAREP,Agent_072
CALL0385714,2024-08-21 14:42:41,2024-08,Outbound to user,Follow-up,Incident,INC23978537,AXA FRANCE ADMIN,Agent_028
CALL0385715,2024-08-21 14:44:26,2024-08,Outbound to user,Follow-up,Incident,INC23971402,AXA FRANCE ADMIN,Agent_028
CALL0385721,2024-08-21 14:53:18,2024-08,Inbound from User,Update,Incident,INC23628804,AXA FRANCE ADMIN,Agent_113
CALL0385722,2024-08-21 14:55:11,2024-08,Outbound to Other,Follow-up,Incident,INC23979076,AXA FRANCE ADMIN,Agent_140
CALL0385727,2024-08-21 14:58:34,2024-08,Outbound to user,Follow-up,Incident,INC23971583,AXA FRANCE ADMIN,Agent_072
CALL0385733,2024-08-21 15:08:50,2024-08,Outbound to user,Follow-up,Incident,INC23979155,AXA FRANCE ADMIN,Agent_028
CALL0385745,2024-08-21 15:16:00,2024-08,Outbound to user,Follow-up,Incident,INC23980572,AXA FRANCE ADMIN,Agent_028
CALL0385770,2024-08-21 15:41:36,2024-08,Outbound to Other,Follow-up,Incident,INC23969602,AXA FRANCE ADMIN,Agent_083
CALL0385774,2024-08-21 15:44:28,2024-08,Outbound to Other,Follow-up,Incident,INC23980449,UGIPS,Agent_054
CALL0385778,2024-08-21 15:47:25,2024-08,Outbound to Support group,Other,Incident,INC23981807,AXA FRANCE ADMIN,Agent_056
CALL0385779,2024-08-21 15:48:42,2024-08,Outbound to Support group,Other,Incident,INC23970322,AXA FRANCE CLUB 14,Agent_075
CALL0385780,2024-08-21 15:48:55,2024-08,Outbound to Other,Follow-up,Incident,INC23969998,AXA FRANCE ADMIN,Agent_133
CALL0385783,2024-08-21 15:50:45,2024-08,Inbound from Other,Information,Incident,INC23777277,AXA FRANCE ADMIN,Agent_002
CALL0385785,2024-08-21 15:54:00,2024-08,Inbound from User,Update,Incident,INC23971583,AXA FRANCE ADMIN,Agent_104
CALL0385789,2024-08-21 16:05:50,2024-08,Inbound from User,Follow-up,Incident,INC23981966,AXA FRANCE ADMIN,Agent_075
CALL0385791,2024-08-21 16:07:21,2024-08,Inbound from User,Information,Incident,INC23972775,AXA FRANCE ADMIN,Agent_002
CALL0385800,2024-08-21 16:14:12,2024-08,Outbound to user,Other,Incident,INC23981458,AXA FRANCE ADMIN,Agent_072
CALL0385804,2024-08-21 16:19:01,2024-08,Inbound from Other,Information,Incident,INC23792851,AXA FRANCE ADMIN,Agent_002
CALL0385809,2024-08-21 16:23:19,2024-08,Outbound to user,Follow-up,Incident,INC23628804,AXA FRANCE ADMIN,Agent_069
CALL0385812,2024-08-21 16:26:30,2024-08,Inbound from User,Update,Demande,RITM7871739,AXA FRANCE ADMIN,Agent_113
CALL0385819,2024-08-21 16:35:09,2024-08,Outbound to user,Update,Incident,INC23981829,AXA FRANCE ADMIN,Agent_141
CALL0385825,2024-08-21 16:38:08,2024-08,Outbound to Support group,Information,Incident,INC23968940,AXA ASSURCREDIT,Agent_104
CALL0385835,2024-08-21 16:45:17,2024-08,Inbound from User,Follow-up,Incident,INC23979281,AXA FRANCE ADMIN,Agent_147
CALL0385837,2024-08-21 16:51:57,2024-08,Outbound to Support group,Update,Incident,INC23982009,AXA Services MOROCCO,Agent_051
CALL0385859,2024-08-21 17:43:26,2024-08,Inbound from User,Update,Incident,INC23981212,AXA FRANCE ADMIN,Agent_104
CALL0385867,2024-08-21 18:10:55,2024-08,Outbound to Support group,Update,Incident,INC23921886,AXA FRANCE ADMIN,Agent_051
CALL0385885,2024-08-22 08:13:00,2024-08,Inbound from User,Other,Incident,INC23817514,AXA FRANCE AEP,Agent_056
CALL0385886,2024-08-22 08:13:21,2024-08,Inbound from User,Information,Incident,INC23986367,AXA FRANCE ADMIN,Agent_002
CALL0385887,2024-08-22 08:33:46,2024-08,Inbound from User,Follow-up,Incident,INC23981312,AXA BANQUE,Agent_050
CALL0385888,2024-08-22 08:40:14,2024-08,Inbound from User,Follow-up,Incident,INC23972044,AXA BANQUE,Agent_050
CALL0385889,2024-08-22 08:45:01,2024-08,Outbound to Support group,Other,Incident,INC23986735,AXA FRANCE AEP,Agent_056
CALL0385892,2024-08-22 09:08:11,2024-08,Outbound to user,Update,Incident,INC22609494,AXA FRANCE ADMIN,Agent_115
CALL0385894,2024-08-22 09:11:15,2024-08,Outbound to user,Update,Incident,INC23986719,AXA FRANCE ADMIN,Agent_051
CALL0385895,2024-08-22 09:13:01,2024-08,Inbound from User,Follow-up,Incident,INC23959658,AXA BANQUE,Agent_129
CALL0385898,2024-08-22 09:14:32,2024-08,Outbound to user,Update,Incident,INC23666271,AXA Services MOROCCO,Agent_115
CALL0385899,2024-08-22 09:16:07,2024-08,Inbound from Other,Follow-up,Incident,INC23959607,SOGAREP,Agent_056
CALL0385901,2024-08-22 09:20:16,2024-08,Inbound from User,Information,Incident,INC23987122,AXA BANQUE,Agent_113
CALL0385902,2024-08-22 09:20:56,2024-08,Inbound from User,Other,Incident,INC23986367,AXA FRANCE ADMIN,Agent_056
CALL0385905,2024-08-22 09:24:05,2024-08,Outbound to Support group,Update,Incident,INC23987092,AXA FRANCE ADMIN,Agent_104
CALL0385907,2024-08-22 09:26:53,2024-08,Outbound to user,Update,Incident,INC23725523,SOGAREP,Agent_115
CALL0385908,2024-08-22 09:29:17,2024-08,Outbound to user,Update,Incident,INC23725523,SOGAREP,Agent_115
CALL0385914,2024-08-22 09:38:00,2024-08,Outbound to user,Update,Incident,INC23986764,AXA FRANCE ADMIN,Agent_072
CALL0385919,2024-08-22 09:42:56,2024-08,Inbound from User,Information,Incident,INC23981212,AXA FRANCE ADMIN,Agent_033
CALL0385923,2024-08-22 09:46:03,2024-08,Inbound from User,Follow-up,Incident,INC23987245,AXA FRANCE ADMIN,Agent_129
CALL0385924,2024-08-22 09:46:49,2024-08,Inbound from User,Update,Incident,INC23986764,AXA FRANCE ADMIN,Agent_104
CALL0385934,2024-08-22 10:00:11,2024-08,Inbound from Other,Update,Incident,INC23987245,AXA FRANCE ADMIN,Agent_051
CALL0385936,2024-08-22 10:02:04,2024-08,Inbound from User,Follow-up,Incident,INC23967842,AXA FRANCE ADMIN,Agent_033
CALL0385937,2024-08-22 10:03:15,2024-08,Outbound to Other,Follow-up,Incident,INC23986365,AXA FRANCE ADMIN,Agent_083
CALL0385941,2024-08-22 10:04:43,2024-08,Outbound to user,Update,Incident,INC23150737,AXA ASSURCREDIT,Agent_115
CALL0385942,2024-08-22 10:04:55,2024-08,Outbound to Support group,Other,Incident,INC23987689,AXA FRANCE ADMIN,Agent_056
CALL0385945,2024-08-22 10:06:47,2024-08,Inbound from User,Follow-up,Incident,INC23987092,AXA FRANCE ADMIN,Agent_129
CALL0385946,2024-08-22 10:07:54,2024-08,Inbound from User,Follow-up,Incident,INC23987245,AXA FRANCE ADMIN,Agent_129
CALL0385947,2024-08-22 10:11:08,2024-08,Inbound from User,Follow-up,Incident,INC23986764,AXA FRANCE ADMIN,Agent_056
CALL0385958,2024-08-22 10:28:59,2024-08,Inbound from User,Follow-up,Incident,INC23987122,AXA BANQUE,Agent_129
CALL0385975,2024-08-22 10:45:12,2024-08,Outbound to Other,Follow-up,Incident,INC23987689,AXA FRANCE ADMIN,Agent_116
CALL0385977,2024-08-22 10:47:23,2024-08,Outbound to user,Update,Incident,INC23811594,AXA FRANCE ADMIN,Agent_115
CALL0385981,2024-08-22 10:52:08,2024-08,Inbound from User,Information,Incident,INC23988121,AXA BANQUE,Agent_099
CALL0385984,2024-08-22 10:53:30,2024-08,Inbound from User,Update,Incident,INC23886430,AXA FRANCE ADMIN,Agent_033
CALL0385988,2024-08-22 10:56:54,2024-08,Inbound from User,Follow-up,Incident,INC23986957,AXA BANQUE,Agent_129
CALL0385991,2024-08-22 10:58:45,2024-08,Inbound from User,Other,Incident,INC23978669,AXA FRANCE ADMIN,Agent_114
CALL0385996,2024-08-22 11:02:45,2024-08,Inbound from User,Update,Incident,INC23886430,AXA FRANCE ADMIN,Agent_104
CALL0386006,2024-08-22 11:17:51,2024-08,Inbound from User,Follow-up,Incident,INC23981489,AXA BANQUE,Agent_129
CALL0386007,2024-08-22 11:18:51,2024-08,Inbound from User,Follow-up,Incident,INC23967823,AXA FRANCE AEP,Agent_129
CALL0386014,2024-08-22 11:27:47,2024-08,Outbound to user,Update,Incident,INC23971607,AXA FRANCE ADMIN,Agent_115
CALL0386021,2024-08-22 11:36:50,2024-08,Outbound to Other,Follow-up,Incident,INC23967466,AXA FRANCE ADMIN,Agent_023
CALL0386034,2024-08-22 11:55:58,2024-08,Outbound to Support group,Information,Incident,INC23988643,AXA FRANCE AEP,Agent_099
CALL0386035,2024-08-22 11:56:20,2024-08,Outbound to Support group,Update,Incident,INC23989117,AXA FRANCE ADMIN,Agent_104
CALL0386041,2024-08-22 12:01:25,2024-08,Outbound to Support group,Other,Incident,INC23989177,AXA FRANCE ADMIN,Agent_056
CALL0386044,2024-08-22 12:06:19,2024-08,Inbound from User,Other,Incident,INC23988638,AXA FRANCE ADMIN,Agent_128
CALL0386046,2024-08-22 12:08:12,2024-08,Outbound to user,Update,Incident,INC23988556,AXA FRANCE AEP,Agent_120
CALL0386049,2024-08-22 12:22:17,2024-08,Inbound from User,Information,Incident,INC23987497,AXA FRANCE ADMIN,Agent_099
CALL0386051,2024-08-22 12:22:46,2024-08,Outbound to Support group,Follow-up,Incident,INC23989054,AXA GROUP OPERATIONS MOROCCO,Agent_075
CALL0386062,2024-08-22 13:05:29,2024-08,Outbound to user,Update,Incident,INC23972390,AXA FRANCE AEP,Agent_104
CALL0386063,2024-08-22 13:08:41,2024-08,Outbound to user,Update,Incident,INC23958419,AXA FRANCE ADMIN,Agent_104
CALL0386065,2024-08-22 13:11:34,2024-08,Outbound to user,Update,Incident,INC23957491,JURIDICA,Agent_104
CALL0386066,2024-08-22 13:13:21,2024-08,Outbound to user,Update,Incident,INC23969598,AXA FRANCE ADMIN,Agent_104
CALL0386068,2024-08-22 13:16:23,2024-08,Outbound to user,Update,Incident,INC23959138,AXA FRANCE ADMIN,Agent_104
CALL0386069,2024-08-22 13:25:44,2024-08,Outbound to Other,Other,Incident,INC23989739,AXA BANQUE,Agent_141
CALL0386087,2024-08-22 14:09:25,2024-08,Inbound from User,Follow-up,Incident,INC23878181,AXA BANQUE,Agent_129
CALL0386089,2024-08-22 14:11:19,2024-08,Inbound from User,Follow-up,Incident,INC23986974,AXA BANQUE,Agent_129
CALL0386099,2024-08-22 14:19:39,2024-08,Inbound from User,Information,Incident,INC23969925,AXA FRANCE ADMIN,Agent_002
CALL0386105,2024-08-22 14:27:01,2024-08,Inbound from Other,Information,Incident,INC23969925,AXA FRANCE ADMIN,Agent_002
CALL0386106,2024-08-22 14:28:19,2024-08,Outbound to Other,Follow-up,Incident,INC23989177,AXA FRANCE ADMIN,Agent_124
CALL0386112,2024-08-22 14:33:52,2024-08,Inbound from User,Follow-up,Incident,INC23989117,AXA FRANCE ADMIN,Agent_147
CALL0386119,2024-08-22 14:46:03,2024-08,Outbound to user,Follow-up,Incident,INC23527557,AXA FRANCE ADMIN,Agent_153
CALL0386121,2024-08-22 14:47:53,2024-08,Inbound from User,Information,Incident,INC23989739,AXA BANQUE,Agent_002
CALL0386125,2024-08-22 14:50:48,2024-08,Outbound to user,Follow-up,Incident,INC23879863,AXA FRANCE ADMIN,Agent_153
CALL0386126,2024-08-22 14:52:10,2024-08,Outbound to Support group,Other,Incident,INC23990541,AXA FRANCE ADMIN,Agent_056
CALL0386129,2024-08-22 14:56:46,2024-08,Outbound to user,Other,Incident,INC23959731,AXA GROUP OPERATIONS PORTUGAL,Agent_153
CALL0386132,2024-08-22 15:00:40,2024-08,Outbound to user,Follow-up,Incident,INC23968870,AXA FRANCE ADMIN,Agent_153
CALL0386141,2024-08-22 15:07:18,2024-08,Outbound to user,Information,Incident,INC23971538,AXA FRANCE AEP,Agent_104
CALL0386144,2024-08-22 15:15:56,2024-08,Inbound from User,Follow-up,Incident,INC23981190,AXA FRANCE ADMIN,Agent_056
CALL0386146,2024-08-22 15:18:13,2024-08,Inbound from User,Follow-up,Incident,INC23968870,AXA FRANCE ADMIN,Agent_056
CALL0386149,2024-08-22 15:23:18,2024-08,Outbound to Support group,Update,Incident,INC23889644,AXA FRANCE ADMIN,Agent_051
CALL0386161,2024-08-22 15:37:24,2024-08,Outbound to user,Update,Incident,INC23968870,AXA FRANCE ADMIN,Agent_075
CALL0386163,2024-08-22 15:37:44,2024-08,Outbound to Other,Follow-up,Incident,INC23958645,AXA FRANCE ADMIN,Agent_083
CALL0386165,2024-08-22 15:41:16,2024-08,Inbound from User,Follow-up,Incident,INC23968870,AXA FRANCE ADMIN,Agent_153
CALL0386169,2024-08-22 15:47:13,2024-08,Outbound to user,Follow-up,Incident,INC23970167,SIGMAGE,Agent_128
CALL0386172,2024-08-22 15:51:31,2024-08,Outbound to Other,Follow-up,Incident,INC23986735,AXA FRANCE AEP,Agent_007
CALL0386174,2024-08-22 15:53:08,2024-08,Inbound from User,Information,Incident,INC23843666,AXA FRANCE ADMIN,Agent_002
CALL0386178,2024-08-22 15:56:39,2024-08,Inbound from Other,Information,Incident,INC23959230,AXA FRANCE ADMIN,Agent_002
CALL0386182,2024-08-22 15:59:18,2024-08,Inbound from Other,Information,Incident,INC23971322,AXA FRANCE ADMIN,Agent_002
CALL0386201,2024-08-22 16:15:48,2024-08,Inbound from User,Follow-up,Incident,INC23989117,AXA FRANCE ADMIN,Agent_075
CALL0386206,2024-08-22 16:21:02,2024-08,Inbound from User,Update,Incident,INC23969925,AXA FRANCE ADMIN,Agent_072
CALL0386210,2024-08-22 16:23:29,2024-08,Outbound to user,Other,Incident,INC23991245,AXA FRANCE ADMIN,Agent_056
CALL0386212,2024-08-22 16:25:53,2024-08,Outbound to user,Update,Incident,INC23828558,AXA Services MOROCCO,Agent_115
CALL0386214,2024-08-22 16:26:50,2024-08,Outbound to Other,Follow-up,Incident,INC23592616,AXA FRANCE ADMIN,Agent_124
CALL0386215,2024-08-22 16:28:45,2024-08,Outbound to user,Update,Incident,INC23833943,AXA FRANCE ADMIN,Agent_115
CALL0386219,2024-08-22 16:32:04,2024-08,Outbound to user,Update,Incident,INC23842898,AXA FRANCE ADMIN,Agent_115
CALL0386222,2024-08-22 16:34:44,2024-08,Outbound to user,Update,Incident,INC23846977,AXA FRANCE ADMIN,Agent_115
CALL0386223,2024-08-22 16:37:59,2024-08,Outbound to user,Update,Incident,INC23932810,AXA FRANCE ADMIN,Agent_115
CALL0386227,2024-08-22 16:43:37,2024-08,Outbound to user,Update,Incident,INC23186091,AXA FRANCE ADMIN,Agent_115
CALL0386228,2024-08-22 16:46:38,2024-08,Outbound to user,Update,Incident,INC23191355,AXA FRANCE ADMIN,Agent_115
CALL0386229,2024-08-22 16:49:53,2024-08,Outbound to user,Update,Incident,INC23388462,AXA FRANCE ADMIN,Agent_115
CALL0386233,2024-08-22 16:53:44,2024-08,Outbound to user,Update,Incident,INC23577496,AXA FRANCE ADMIN,Agent_115
CALL0386235,2024-08-22 16:55:20,2024-08,Outbound to user,Update,Incident,INC23619793,AXA FRANCE ADMIN,Agent_115
CALL0386242,2024-08-22 16:58:04,2024-08,Outbound to user,Update,Incident,INC23628418,AXA FRANCE ADMIN,Agent_115
CALL0386246,2024-08-22 17:00:18,2024-08,Outbound to user,Update,Incident,INC23639679,AXA FRANCE ADMIN,Agent_115
CALL0386261,2024-08-22 17:16:50,2024-08,Inbound from User,Information,Incident,INC23990470,AXA FRANCE ADMIN,Agent_104
CALL0386264,2024-08-22 17:25:26,2024-08,Inbound from User,Follow-up,Incident,INC23991787,AXA FRANCE ADMIN,Agent_072
CALL0386271,2024-08-22 17:30:58,2024-08,Inbound from User,Update,Incident,INC23991828,AXA BANQUE,Agent_104
CALL0386318,2024-08-23 09:05:39,2024-08,Outbound to Other,Follow-up,Incident,INC23991753,AXA FRANCE ADMIN,Agent_124
CALL0386319,2024-08-23 09:09:38,2024-08,Outbound to Other,Follow-up,Incident,INC23995729,AXA FRANCE ADMIN,Agent_116
CALL0386320,2024-08-23 09:10:08,2024-08,Inbound from User,Update,Incident,INC23991828,AXA BANQUE,Agent_104
CALL0386350,2024-08-23 09:45:39,2024-08,Outbound to Support group,Other,Incident,INC23996494,AXA FRANCE ADMIN,Agent_056
