ticket_id,opened_at,resolved_at,month,contact_type,company,category,subcategory,service,environment,state,incident_state,major_incident_state,closure_code,reopen_count,domain,reassignment_count,assignment_group,first_call_resolution,knowledge_article_used,resolution_time_hours,opened_by,assigned_to,resolved_by,resolved_by_group,creator_group
INC24049520,2024-08-29 11:01:40,,2024-08,Phone,AXA BANQUE,Matériel,Hardware broken,My support - Laptop,Production,En cours de traitement,En cours de traitement,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,,Agent_113,Agent_129,,,SD_ADMIN_L1_DSIAF
INC24049449,2024-08-29 10:56:56,2024-08-29 16:12:09,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My support - Laptop,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,1,OSS-TERRASSES_L1_DSIAF,False,AFR WP SYNCHRONISATION,5.253611111111111,Agent_128,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049365,2024-08-29 10:50:47,2024-08-29 11:11:53,2024-08,On-Call Service,AXA FRANCE ADMIN,Application,Other,My Support - SOLARIS,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR ASSIST FONCTIONNELLE / OUT OF SCOPE,0.3516666666666667,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049324,2024-08-29 10:48:31,2024-08-29 11:23:37,2024-08,Phone,AXA BANQUE,Question / aide,Réinitialisation du mot de passe,My Support - VSC,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[AXA Virtual SmartCard] - Procédure- Réinitialisation du code PIN ,0.585,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049253,2024-08-29 10:43:06,2024-08-29 11:06:59,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Other Apps,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.39805555555555555,Agent_072,Agent_072,Agent_072,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049240,2024-08-29 10:42:07,2024-08-29 12:03:12,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Laptop,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,1.351388888888889,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049224,2024-08-29 10:41:06,2024-08-29 10:46:07,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - VIVASTATION,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.08361111111111111,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049148,2024-08-29 10:32:23,2024-08-29 10:36:06,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Résolu,Résolu,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.06194444444444445,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049144,2024-08-29 10:32:10,2024-08-29 11:45:26,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - Active Directory,Production,Closed,Closed,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,1,OSS-TERRASSES_L1_DSIAF,False,AFR WP AD Win Edition - Gestion Account,1.221111111111111,Agent_141,Agent_083,Agent_110,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049132,2024-08-29 10:31:18,2024-08-29 10:50:36,2024-08,Chat,AXA FRANCE ADMIN,Application,Other,My support - Other Apps,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INSTALLATION CONFIGURATION,0.32166666666666666,Agent_120,Agent_120,Agent_120,SD_ADMIN_L1_DSIAF,WP_Device_Windows-Edition_L2_AFA
INC24049120,2024-08-29 10:30:15,2024-08-29 12:06:37,2024-08,Chat,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Résolu,Résolu,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,1.606111111111111,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049086,2024-08-29 10:27:17,2024-08-29 10:49:26,2024-08,Phone,PREFIKAR,Access,Other,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[PassAXA/OneAccount] - Procédure - Réinitialisation du mot de passe ,0.36916666666666664,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049084,2024-08-29 10:27:14,2024-08-29 12:34:03,2024-08,Phone,AXA FRANCE ADMIN,Application,Code Error,My Support - Mobile Device,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP SYNCHRONISATION,2.113611111111111,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24049037,2024-08-29 10:23:37,2024-08-29 10:38:13,2024-08,Phone,JURIDICA,Application,Other,My support - Other Apps,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP ENABLINGS,0.24333333333333335,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048953,2024-08-29 10:17:30,2024-08-29 10:30:52,2024-08,Phone,AXA Services MOROCCO,Access,Other,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.22277777777777777,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048863,2024-08-29 10:11:39,2024-08-29 13:03:02,2024-08,Phone,AXA FRANCE ADMIN,Access,Account locked,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,2.856388888888889,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048853,2024-08-29 10:10:58,2024-08-29 10:37:16,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Other Apps,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.43833333333333335,Agent_153,Agent_153,Agent_153,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048844,2024-08-29 10:10:04,2024-08-30 12:29:02,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - Printer,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,RICOH-PRINT_L1_ATSFR,False,AFR WP  PARAMETRAGE,26.316111111111113,Agent_113,Agent_155,Agent_155,RICOH-PRINT_L1_ATSFR,SD_ADMIN_L1_DSIAF
INC24048823,2024-08-29 10:09:08,2024-08-29 10:23:32,2024-08,Phone,AXA FRANCE ADMIN,Access,Other,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.24,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048820,2024-08-29 10:08:46,2024-08-29 10:16:20,2024-08,Phone,AXA BANQUE,Question / aide,Réinitialisation du mot de passe,My Support - Gedald,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.12611111111111112,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048813,2024-08-29 10:08:19,2024-08-29 16:18:42,2024-08,Phone,AXA FRANCE ADMIN,Matériel,Hardware broken,My support - Laptop,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-NANTES_L1_DSIAF,False,AFR WP INSTALLATION CONFIGURATION,6.173055555555556,Agent_141,Agent_182,Agent_182,OSS-NANTES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048784,2024-08-29 10:06:39,2024-08-29 10:20:41,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My support - Other Apps,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CONNECTIVITY NON PHYSICAL,0.2338888888888889,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048760,2024-08-29 10:04:45,2024-08-29 15:46:08,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - VPN Win V2,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,1,OSS-TERRASSES_L1_DSIAF,False,[AXA Virtual SmartCard] - Procédure - Solutions pour différents problèmes rencontrés sur VSC,5.689722222222223,Agent_009,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048723,2024-08-29 10:00:49,2024-08-29 10:13:13,2024-08,Phone,AXA FRANCE ADMIN,Access,Other,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.20666666666666667,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048679,2024-08-29 09:56:53,2024-08-29 10:05:26,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support - Active Directory,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.1425,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048662,2024-08-29 09:55:47,2024-08-29 10:01:14,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - VPN Win V2,Production,Résolu,Résolu,,Résolu (contournement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[AXA Virtual SmartCard] - Procédure - Solutions pour différents problèmes rencontrés sur VSC,0.09083333333333334,Agent_009,Agent_009,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048623,2024-08-29 09:54:25,2024-08-29 09:55:30,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Résolu,Résolu,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.018055555555555554,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048569,2024-08-29 09:51:56,2024-08-29 10:02:52,2024-08,Phone,AXA FRANCE ADMIN,Network Drive,Access Rights,My Support - Shared Resource,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP NETWORK DRIVE ACCESS RIGHTS,0.18222222222222223,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048544,2024-08-29 09:49:25,2024-08-29 09:53:57,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - Outlook,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.07555555555555556,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048532,2024-08-29 09:48:27,2024-08-29 10:01:45,2024-08,Phone,UGIPS,Access,Profile,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.22166666666666668,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048511,2024-08-29 09:46:51,2024-08-29 09:56:50,2024-08,Phone,AXA FRANCE CLUB 14,Application,Performance,My support - Other Apps,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.1663888888888889,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048506,2024-08-29 09:46:25,2024-08-29 10:27:25,2024-08,Chat,AXA FRANCE ADMIN,Access,Disabled / Expired,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.6833333333333333,Agent_072,Agent_072,Agent_072,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048483,2024-08-29 09:45:09,2024-08-29 09:56:22,2024-08,Phone,AXA BANQUE,Question / aide,Other,My support - Other Apps,Production,Résolu,Résolu,,Rejected (Out of Scope),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY OUT OF SCOPE,0.18694444444444444,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048478,2024-08-29 09:44:44,2024-08-29 10:07:16,2024-08,Phone,AXA FRANCE ADMIN,Access,Profile,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,1,OSS-TERRASSES_L1_DSIAF,False,AFR WP AD LEGACY - Gestion Account,0.37555555555555553,Agent_113,Agent_140,Agent_140,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048436,2024-08-29 09:41:29,2024-08-29 11:28:02,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - PLEIADES,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP  PARAMETRAGE,1.7758333333333334,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048411,2024-08-29 09:38:49,,2024-08,Phone,AXA BANQUE,Question / aide,How to,My Support - Outlook,Production,En attente d'infos utilisateur,En attente d'infos utilisateur,,,1,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,,Agent_009,Agent_002,,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048367,2024-08-29 09:34:57,2024-08-29 09:44:05,2024-08,Phone,UGIPS,Question / aide,Réinitialisation du mot de passe,My Support - VIVASTATION,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.15222222222222223,Agent_033,Agent_033,Agent_033,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048266,2024-08-29 09:27:53,2024-08-29 09:48:05,2024-08,Phone,UGIPS,Access,Login failure,My Support - VSC,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,Comment réinitialiser son code PIN AXA Virtual SmartCard (VSC) ?,0.33666666666666667,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048263,2024-08-29 09:27:37,2024-08-29 09:56:31,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My Support - VSC,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CONNECTIVITY NON PHYSICAL,0.4816666666666667,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048260,2024-08-29 09:27:30,2024-08-29 09:34:49,2024-08,Phone,AXA FRANCE ADMIN,Access,Other,My support - windows Hello,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP Windows Hello,0.12194444444444444,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048235,2024-08-29 09:26:00,2024-08-29 11:23:01,2024-08,Phone,AXA FRANCE ADMIN,Application,Other,My support - VPN Win V2,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP PERFORMANCE LENTEUR,1.9502777777777778,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048197,2024-08-29 09:22:24,,2024-08,Phone,UGIPS,Telephony,Other,My support - ECCO,Production,Nouveau,Nouveau,,,0,TOP/Golden Copy/SHARED,0,GDD_CTI_N2_DSIAF,False,,,Agent_002,,,,SD_ADMIN_L1_DSIAF
INC24048128,2024-08-29 09:17:05,2024-08-30 13:47:50,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My support - WIFI,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-MARLY_L1_DSIAF,False,AFR WP CONNECTIVITY NON PHYSICAL,28.5125,Agent_128,Agent_054,Agent_054,OSS-MARLY_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048127,2024-08-29 09:17:03,2024-08-29 09:36:47,2024-08,Phone,AXA BANQUE,Question / aide,General information,My Support - Bitlocker,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,[BITLOCKER] - Procédure - Déblocage du PIN,0.3288888888888889,Agent_141,Agent_129,Agent_129,OSS-VALDEFONTENAY_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048085,2024-08-29 09:14:02,2024-08-29 09:22:04,2024-08,Phone,AXA FRANCE ADMIN,Application,Unavailability,My support - OMEGA,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP APPLICATION METIER CODE ERROR,0.1338888888888889,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048030,2024-08-29 09:10:38,2024-08-29 09:19:48,2024-08,Phone,AXA FRANCE ADMIN,Application,Code Error,My support - VPN Win V2,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP PERFORMANCE LENTEUR,0.1527777777777778,Agent_075,Agent_075,Agent_075,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24048003,2024-08-29 09:07:54,2024-08-29 09:15:38,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My support – Genesys,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.1288888888888889,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047981,2024-08-29 09:05:51,2024-08-29 09:30:35,2024-08,Phone,AXA FRANCE ADMIN,Application,Performance,My support - Other Apps,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP REACTIVATION WAC/RACF,0.4122222222222222,Agent_114,Agent_114,Agent_114,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047972,2024-08-29 09:05:09,2024-08-29 09:26:48,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - windows Hello,Production,Résolu,Résolu,,Résolu (contournement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP Windows Hello,0.36083333333333334,Agent_009,Agent_009,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047908,2024-08-29 09:00:38,2024-08-29 09:12:35,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - NETAGENT,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.19916666666666666,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047906,2024-08-29 09:00:22,2024-08-29 09:07:14,2024-08,Phone,AXA BANQUE,Access,Other,My support - Laptop,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD LEGACY - Gestion Account,0.11444444444444445,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047847,2024-08-29 08:54:09,2024-08-29 09:04:22,2024-08,Phone,AXA FRANCE ADMIN,Access,Login failure,My support - OMEGA,Production,Closed,Closed,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[PassAXA/OneAccount] - Procédure - Réinitialisation du mot de passe ,0.17027777777777778,Agent_009,Agent_009,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047837,2024-08-29 08:52:51,2024-08-29 09:05:26,2024-08,Phone,AXA FRANCE ADMIN,Application,Code Error,My support - windows Hello,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP CODE CONFIDENTIEL,0.20972222222222223,Agent_128,Agent_128,Agent_128,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047813,2024-08-29 08:51:25,2024-08-29 10:21:16,2024-08,Phone,AXA BANQUE,Matériel,Hardware broken,My support - Laptop,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-VALDEFONTENAY_L1_DSIAF,False,AFR WP INSTALLATION CONFIGURATION,1.4975,Agent_141,Agent_129,Agent_129,OSS-VALDEFONTENAY_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047809,2024-08-29 08:51:06,2024-08-29 09:08:44,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - VIVASTATION,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.29388888888888887,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047756,2024-08-29 08:45:52,,2024-08,Phone,AXA FRANCE AEP,Matériel,Hardware broken,My support - Laptop,Production,En attente d'infos utilisateur,En attente d'infos utilisateur,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-LYON_L1_DSIAF,False,AFR WP  HARDWARE NON FONCTIONNEL ,,Agent_113,Agent_144,,,SD_ADMIN_L1_DSIAF
INC24047649,2024-08-29 08:36:49,2024-08-29 08:46:40,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,Réinitialisation du mot de passe,My Support - NETAGENT,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP MDP WAC/RACF,0.16416666666666666,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047630,2024-08-29 08:35:02,2024-08-29 08:36:09,2024-08,Phone,AXA FRANCE ADMIN,Flash Call,Other,My support - Call Desk,Production,Résolu,Résolu,,Call Error,0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[SILVA] - Procédure - Règles d'utilisation des Templates ,0.01861111111111111,Agent_113,Agent_113,Agent_113,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047589,2024-08-29 08:31:40,2024-08-29 08:37:39,2024-08,Phone,AXA FRANCE ADMIN,Question / aide,How to,My Support - Teams,Production,Résolu,Résolu,,Résolu à distance (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP INQUIRY HOW TO,0.09972222222222223,Agent_009,Agent_009,Agent_009,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047544,2024-08-29 08:26:24,2024-08-29 08:55:52,2024-08,Phone,AXA FRANCE AEP,Security,Other,My Support - Bitlocker,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,[BITLOCKER] - Procédure - Déblocage du PIN,0.4911111111111111,Agent_056,Agent_056,Agent_056,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047445,2024-08-29 08:16:24,2024-08-29 10:28:57,2024-08,Phone,AXA FRANCE ADMIN,Network,Connectivity,My Support - Provider Internet,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-TERRASSES_L1_DSIAF,False,AFR WP CONNECTIVITY NON PHYSICAL,2.2091666666666665,Agent_113,Agent_083,Agent_083,OSS-TERRASSES_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047420,2024-08-29 08:13:29,2024-08-29 08:27:41,2024-08,Phone,AXA FRANCE ADMIN,Access,Disabled / Expired,My support - Active Directory,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,SD_ADMIN_L1_DSIAF,True,AFR WP AD Win Edition - Gestion Account,0.23666666666666666,Agent_002,Agent_002,Agent_002,SD_ADMIN_L1_DSIAF,SD_ADMIN_L1_DSIAF
INC24047404,2024-08-29 08:12:25,2024-08-29 10:02:34,2024-08,Phone,UGIPS,Security,Other,My Support - Bitlocker,Production,Résolu,Résolu,,Résolu (définitivement),0,TOP/Golden Copy/SHARED,0,OSS-UGIPS_L1_DSIAF,False,[BITLOCKER] - Procédure - Déblocage du PIN,1.8358333333333334,Agent_056,Agent_097,Agent_097,OSS-UGIPS_L1_DSIAF,SD_ADMIN_L1_DSIAF
